investor_id,avg_gap_days,at_risk
INV004009,62.285714285714285,True
INV004014,61.875,True
INV004015,88.0,True
INV004017,40.5,True
INV004023,52.0,True
INV004037,74.6,True
INV004038,71.66666666666667,True
INV004049,48.2,True
INV004063,56.57142857142857,True
INV004066,75.16666666666667,True
INV004069,74.0,True
INV004070,67.66666666666667,True
INV004079,71.33333333333333,True
INV004085,68.33333333333333,True
INV004091,73.6,True
INV004094,55.8,True
INV004098,58.2,True
INV004099,58.8,True
INV004106,55.8,True
INV004112,55.2,True
INV004116,54.888888888888886,True
INV004118,64.6,True
INV004119,73.2,True
INV004123,85.0,True
INV004124,63.8,True
INV004125,61.625,True
INV004127,87.6,True
INV004128,67.2,True
INV004134,35.4,True
INV004135,50.111111111111114,True
INV004143,97.0,True
INV004145,66.2,True
INV004146,88.2,True
INV004147,72.2,True
INV004149,50.2,True
INV004151,63.142857142857146,True
INV004153,60.0,True
INV004154,46.72727272727273,True
INV004172,63.0,True
INV004174,86.6,True
INV004175,67.85714285714286,True
INV004177,45.42857142857143,True
INV004179,71.2,True
INV004181,93.4,True
INV004191,77.16666666666667,True
INV004196,78.33333333333333,True
INV004199,58.2,True
INV004202,47.625,True
INV004203,66.57142857142857,True
INV004208,73.4,True
INV004212,69.33333333333333,True
INV004216,82.0,True
INV004228,72.33333333333333,True
INV004232,71.4,True
INV004239,61.142857142857146,True
INV004241,53.666666666666664,True
INV004243,55.714285714285715,True
INV004246,34.166666666666664,False
INV004247,87.2,True
INV004248,42.666666666666664,True
INV004258,49.666666666666664,True
INV004266,61.833333333333336,True
INV004267,53.333333333333336,True
INV004270,69.66666666666667,True
INV004271,79.8,True
INV004279,50.285714285714285,True
INV004281,41.714285714285715,True
INV004282,52.857142857142854,True
INV004285,76.16666666666667,True
INV004288,72.83333333333333,True
INV004289,45.9,True
INV004293,81.8,True
INV004295,44.75,True
INV004296,102.2,True
INV004297,41.875,True
INV004299,64.14285714285714,True
INV004306,57.0,True
INV004308,84.66666666666667,True
INV004314,83.0,True
INV004319,60.5,True
INV004321,42.0,True
INV004324,77.66666666666667,True
INV004326,40.111111111111114,True
INV004332,64.71428571428571,True
INV004335,64.42857142857143,True
INV004338,48.888888888888886,True
INV004340,67.8,True
INV004343,63.0,True
INV004348,52.2,True
INV004349,72.5,True
INV004356,30.8,False
INV004357,72.42857142857143,True
INV004358,45.857142857142854,True
INV004361,61.57142857142857,True
INV004364,80.6,True
INV004367,81.6,True
INV004372,59.2,True
INV004391,57.0,True
INV004392,90.4,True
INV004400,46.57142857142857,True
INV004401,69.85714285714286,True
INV004403,73.6,True
INV004410,40.9,True
INV004411,61.0,True
INV004412,82.33333333333333,True
INV004413,69.0,True
INV004414,53.857142857142854,True
INV004421,90.8,True
INV004427,50.8,True
INV004434,84.6,True
INV004446,65.8,True
INV004447,49.833333333333336,True
INV004450,61.6,True
INV004451,84.0,True
INV004452,81.0,True
INV004454,98.4,True
INV004455,50.0,True
INV004457,81.4,True
INV004459,53.833333333333336,True
INV004460,42.5,True
INV004463,94.8,True
INV004464,62.5,True
INV004468,76.83333333333333,True
INV004472,50.666666666666664,True
INV004473,73.33333333333333,True
INV004475,67.83333333333333,True
INV004477,58.714285714285715,True
INV004484,61.6,True
INV004502,74.5,True
INV004504,55.142857142857146,True
INV004511,37.2,True
INV004517,86.6,True
INV004521,54.5,True
INV004523,87.2,True
INV004528,54.0,True
INV004531,60.0,True
INV004533,55.0,True
INV004542,34.0,False
INV004547,67.5,True
INV004555,53.142857142857146,True
INV004560,48.375,True
INV004562,83.8,True
INV004563,64.83333333333333,True
INV004574,54.57142857142857,True
INV004576,63.0,True
INV004579,43.857142857142854,True
INV004581,72.14285714285714,True
INV004589,71.4,True
INV004594,59.142857142857146,True
INV004598,84.2,True
INV004602,59.625,True
INV004607,56.0,True
INV004608,55.0,True
INV004611,51.166666666666664,True
INV004614,79.6,True
INV004617,39.25,True
INV004621,54.25,True
INV004625,96.4,True
INV004629,64.57142857142857,True
INV004630,50.625,True
INV004631,64.71428571428571,True
INV004633,78.16666666666667,True
INV004635,58.666666666666664,True
INV004636,75.6,True
INV004638,54.333333333333336,True
INV004640,68.33333333333333,True
INV004641,67.8,True
INV004642,54.8,True
INV004643,50.6,True
INV004646,64.5,True
INV004647,70.66666666666667,True
INV004650,80.8,True
INV004661,69.71428571428571,True
INV004665,83.4,True
INV004672,72.0,True
INV004680,47.166666666666664,True
INV004682,42.25,True
INV004688,77.6,True
INV004692,83.6,True
INV004701,20.0,False
INV004704,93.8,True
INV004712,48.57142857142857,True
INV004715,56.833333333333336,True
INV004716,74.0,True
INV004737,54.55555555555556,True
INV004738,93.2,True
INV004741,72.33333333333333,True
INV004753,61.4,True
INV004755,61.166666666666664,True
INV004761,71.4,True
INV004763,83.5,True
INV004764,83.0,True
INV004770,72.85714285714286,True
INV004776,57.375,True
INV004780,69.5,True
INV004785,66.16666666666667,True
INV004787,72.33333333333333,True
INV004798,53.666666666666664,True
INV004804,79.2,True
INV004805,44.666666666666664,True
INV004807,36.857142857142854,True
INV004813,62.0,True
INV004819,62.0,True
INV004825,70.0,True
INV004833,65.4,True
INV004834,38.625,True
INV004840,41.0,True
INV004843,50.857142857142854,True
INV004844,66.66666666666667,True
INV004845,81.8,True
INV004847,73.5,True
INV004848,54.125,True
INV004860,78.4,True
INV004863,68.0,True
INV004864,43.285714285714285,True
INV004865,76.33333333333333,True
INV004868,56.0,True
INV004871,69.14285714285714,True
INV004877,80.5,True
INV004889,70.66666666666667,True
INV004891,55.857142857142854,True
INV004896,79.4,True
INV004901,54.6,True
INV004911,63.666666666666664,True
INV004913,87.0,True
INV004916,75.5,True
INV004917,51.0,True
INV004924,59.75,True
INV004925,70.83333333333333,True
INV004926,66.28571428571429,True
INV004927,34.166666666666664,False
INV004947,45.0,True
INV004953,67.16666666666667,True
INV004956,59.142857142857146,True
INV004958,73.16666666666667,True
INV004959,68.6,True
INV004967,63.2,True
INV004973,55.0,True
INV004974,52.42857142857143,True
INV004978,63.833333333333336,True
INV004981,49.142857142857146,True
INV004983,57.666666666666664,True
INV004984,75.33333333333333,True
INV004986,81.33333333333333,True
INV004992,81.5,True
INV004996,46.333333333333336,True
INV004997,71.0,True
